locus_tag	ftype	length_bp	gene	EC_number	COG	product
MBLCLPDI_01374	CDS	354				50S ribosomal protein L20, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01375	CDS	198				50S ribosomal protein L35, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01376	CDS	513				translation initiation factor IF-3, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01377	CDS	942				primosomal protein DnaI, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01378	CDS	1356				replication initiation and membrane attachment protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01379	CDS	465				transcriptional regulator NrdR, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01380	CDS	600				dephospho-CoA kinase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01381	CDS	831				bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01382	CDS	2667				DNA polymerase I, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01383	CDS	675				hypothetical protein
MBLCLPDI_01384	CDS	714				BAX inhibitor (BI)-1/YccA family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01385	CDS	1305				UDP-N-acetylmuramate--L-alanine ligase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01386	CDS	648				tRNA-binding protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01387	CDS	321				thioredoxin, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01388	CDS	339				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01389	CDS	921				glutaminase A, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01390	CDS	984				aldo/keto reductase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01391	CDS	1503				poly(glycerol-phosphate) alpha-glucosyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01392	CDS	1383				group II intron reverse transcriptase/maturase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01393	CDS	2238				cell wall anchor, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01394	CDS	987				signal peptide, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01395	CDS	642				tRNA (guanosine(46)-N7)-methyltransferase TrmB, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01396	CDS	1203				ABC transporter, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01397	CDS	738				ABC transporter ATP-binding protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01398	CDS	435				HIT family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01399	CDS	231				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01400	CDS	939				peptidylprolyl isomerase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01401	CDS	2493				exopolyphosphatase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01402	CDS	1185				DNA repair exonuclease, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01403	CDS	372				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01404	CDS	2166				penicillin-binding protein 1A, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01405	CDS	1689				arginine--tRNA ligase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01406	CDS	816				bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase, Lactobacillus reuteri MM4-1A,whole genome shotgun sequence
MBLCLPDI_01407	CDS	939				L-lactate dehydrogenase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01408	tRNA	72				tRNA-Gly(ccc)
MBLCLPDI_01409	CDS	273				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01410	CDS	336				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01411	CDS	1164				dihydropteroate synthase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01412	CDS	588				non-canonical purine NTP pyrophosphatase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01413	CDS	1260				bifunctional folylpolyglutamate synthase/dihydrofolate synthase, Lactobacillus reuteri MM4-1A,whole genome shotgun sequence
MBLCLPDI_01414	CDS	579				GTP cyclohydrolase I FolE, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01415	CDS	513				2-amino-4-hydroxy-6- hydroxymethyldihydropteridine diphosphokinase, Lactobacillus reuteri MM4-1A,whole genome shotgun sequence
MBLCLPDI_01416	CDS	336				dihydroneopterin aldolase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01417	CDS	396				ASCH domain-containing protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01418	tRNA	87				tRNA-Leu(cag)
MBLCLPDI_01419	CDS	279				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01420	CDS	678				CPBP family intramembrane metalloprotease, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01421	CDS	231				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01422	CDS	924				ribokinase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01423	CDS	1017				LacI family transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01424	CDS	609				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01425	CDS	633				deoxynucleoside kinase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01426	CDS	1029				mannosyl-glycoprotein endo-beta-N-acetylglucosamidase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01427	CDS	498				universal stress protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01428	CDS	1404				dipeptidase PepV, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01429	CDS	861				NAD(P)H-hydrate dehydratase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01430	CDS	1650				polysaccharide biosynthesis protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01431	CDS	264				HicB family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01432	CDS	2421				leucine--tRNA ligase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01433	CDS	1188				S-adenosylmethionine synthase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01434	CDS	540				DNA-3-methyladenine glycosylase I, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01435	CDS	198				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01436	CDS	1440				MFS transporter, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01437	CDS	456				transcriptional repressor, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01438	CDS	1347				amino acid permease, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01439	CDS	567				VanZ family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01440	CDS	168				hypothetical protein
MBLCLPDI_01441	CDS	525				membrane protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01442	CDS	444				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01443	CDS	1503				LytTR family transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01444	CDS	432				Hsp20/alpha crystallin family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01445	CDS	849				aldo/keto reductase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01446	CDS	1299				NAD-dependent dihydropyrimidine dehydrogenase subunit PreA, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01447	CDS	1242				NAD(P)-dependent oxidoreductase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01448	CDS	762				exodeoxyribonuclease III, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01449	CDS	708				LysM domain-containing protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01450	CDS	1701				phosphoenolpyruvate carboxykinase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01451	CDS	762				LysM peptidoglycan-binding domain-containing protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01452	CDS	891				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01453	CDS	579				anaerobic ribonucleoside-triphosphate reductase activating protein, Lactobacillus reuteri MM4-1A,whole genome shotgun sequence
MBLCLPDI_01454	CDS	2235				anaerobic ribonucleoside-triphosphate reductase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01455	CDS	1398				MFS transporter, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01456	CDS	555				N-acetyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01457	tRNA	87				tRNA-Leu(caa)
MBLCLPDI_01458	tRNA	71				tRNA-Cys(gca)
MBLCLPDI_01459	tRNA	76				tRNA-His(gtg)
MBLCLPDI_01460	tRNA	72				tRNA-Trp(cca)
MBLCLPDI_01461	tRNA	85				tRNA-Tyr(gta)
MBLCLPDI_01462	tRNA	75				tRNA-Phe(gaa)
MBLCLPDI_01463	tRNA	75				tRNA-Val(tac)
MBLCLPDI_01464	tRNA	73				tRNA-Glu(ttc)
MBLCLPDI_01465	tRNA	94				tRNA-Ser(gga)
MBLCLPDI_01466	rRNA	112				5S ribosomal RNA
MBLCLPDI_01467	rRNA	2919				23S ribosomal RNA
MBLCLPDI_01468	tRNA	75				tRNA-Ala(tgc)
MBLCLPDI_01469	tRNA	77				tRNA-Ile(gat)
MBLCLPDI_01470	rRNA	1572				16S ribosomal RNA
MBLCLPDI_01471	CDS	249				hypothetical protein
MBLCLPDI_01472	CDS	1014				hypothetical protein
MBLCLPDI_01473	CDS	1029				glycosyl transferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01474	CDS	1218				glycosyltransferase family 4 protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01475	CDS	1731				phosphoenolpyruvate--protein phosphotransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01476	CDS	267				phosphocarrier protein HPr, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01477	CDS	186				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01478	CDS	2205				ATP-dependent Clp protease ATP-binding subunit, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01479	CDS	609				ECF transporter S component, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01480	CDS	726				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01481	CDS	687				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01482	CDS	867				ABC transporter ATP-binding protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01483	CDS	384				GntR family transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01484	CDS	909				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01485	CDS	1443				glycosyl hydrolase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01486	CDS	555				cell wall-binding protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01487	CDS	375				IS3 family transposase, Lactobacillus reuteri MM4-1A Contig21738, whole genome shotgun sequence
MBLCLPDI_01488	CDS	852				IS3 family transposase, Lactobacillus reuteri MM4-1A Contig21740, whole genome shotgun sequence
MBLCLPDI_01489	CDS	357				transposase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01490	CDS	219				transposase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01491	CDS	1383				IS1182 family transposase, Lactobacillus reuteri MM4-1A Contig21738, whole genome shotgun sequence
MBLCLPDI_01492	CDS	222				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01493	CDS	348				transposase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01494	CDS	615				transposase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01495	CDS	630				IS30 family transposase, Lactobacillus reuteri MM4-1A Contig21740, whole genome shotgun sequence
MBLCLPDI_01496	CDS	237				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01497	CDS	4467				dextransucrase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01498	CDS	882				hydrolase Nlp/P60, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01499	CDS	1374				group II intron reverse transcriptase/maturase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01500	CDS	459				IS200/IS605 family transposase, Lactobacillus reuteri MM4-1A Contig21740, whole genome shotgun sequence
MBLCLPDI_01501	CDS	1578				peptide chain release factor 3, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01502	CDS	1467				transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01503	CDS	1569				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01504	CDS	1128				AI-2E family transporter, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01505	CDS	1599				dextransucrase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01506	CDS	1209				ISLre2 family transposase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01507	CDS	633				IS30 family transposase, Lactobacillus reuteri MM4-1A Contig21738, whole genome shotgun sequence
MBLCLPDI_01508	CDS	600				helix-turn-helix domain-containing protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01509	CDS	468				IS3 family transposase, Lactobacillus reuteri MM4-1A Contig21725, whole genome shotgun sequence
MBLCLPDI_01510	CDS	738				ATPase AAA, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01511	CDS	1230				IS21 family transposase, Lactobacillus reuteri MM4-1A Contig21740, whole genome shotgun sequence
MBLCLPDI_01512	CDS	975				glycosyl transferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01513	CDS	570				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01514	CDS	1317				hydrolase Nlp/P60, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01515	CDS	1599				N-acetylmuramoyl-L-alanine amidase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01516	CDS	459				IS200/IS605 family transposase, Lactobacillus reuteri MM4-1A Contig21740, whole genome shotgun sequence
MBLCLPDI_01517	CDS	1479				mannosyl-glycoprotein endo-beta-N-acetylglucosamidase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01518	CDS	1068				acyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01519	CDS	1017				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01520	CDS	1050				lipopolysaccharide 1,6-galactosyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01521	CDS	1419				flippase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01522	CDS	630				LPS biosynthesis protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01523	CDS	1197				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01524	CDS	1119				UDP-galactopyranose mutase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01525	CDS	648				sugar transferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01526	CDS	930				glycosyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01527	CDS	768				hypothetical protein
MBLCLPDI_01528	CDS	795				regulatory protein RecX, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01529	CDS	216				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01530	CDS	228				hypothetical protein
MBLCLPDI_01531	CDS	891				YihY/virulence factor BrkB family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01532	CDS	1506				glutamate/gamma-aminobutyrate family transporter YjeM, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01533	CDS	1422				amino acid permease, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01534	CDS	1122				aminotransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01535	CDS	858				type I methionyl aminopeptidase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01536	CDS	459				flavodoxin, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01537	CDS	438				GtrA family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01538	CDS	315				hypothetical protein
MBLCLPDI_01539	CDS	1122				UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing), Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01540	tRNA	75				tRNA-Arg(cct)
MBLCLPDI_01541	CDS	1302				ATP-dependent helicase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01542	CDS	1020				gfo/Idh/MocA family oxidoreductase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01543	CDS	363				hypothetical protein
MBLCLPDI_01544	CDS	588				TIGR00730 family Rossman fold protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01545	CDS	924				malate dehydrogenase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01546	CDS	1530				glutamate--cysteine ligase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_01547	CDS	1020				hypothetical protein
MBLCLPDI_01548	CDS	456				GNAT family N-acetyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
